Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
80,6162869,5,0,30,0,6,6,6,0,0,0,0,0,4.867862679,0.811310446,1540717.25,3080765.869,6161866,1,6162869,1540717.25,3080765.869,6161866,1,0,0,0,0,0,0,0,0,0,100,0,0.811310446,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,1003,0,1003,1003,6161866,0,6161866,6161866,DDoS
80,769444,3,6,26,11607,20,0,8.666666667,10.26320288,5840,0,1934.5,2538.919278,15118.70909,11.69675766,96180.5,271572.1189,768287,42,804,402,438.4062043,712,92,769402,153880.4,343463.8811,768287,46,0,0,0,0,72,132,3.89891922,7.797838439,0,5840,1163.3,2138.329153,4572451.567,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,5836021,5,0,30,0,6,6,6,0,0,0,0,0,5.140488699,0.856748117,1459005.25,2917347.204,5835026,2,5836021,1459005.25,2917347.204,5835026,2,0,0,0,0,0,0,0,0,0,100,0,0.856748117,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,995,0,995,995,5835026,0,5835026,5835026,DDoS
80,769689,3,4,26,11607,20,0,8.666666667,10.26320288,11595,0,2901.75,5795.50069,15113.89665,9.094582357,128281.5,313700.1258,768619,36,805,402.5,471.6402231,736,69,769653,256551,443464.02,768619,186,0,0,0,0,72,92,3.897678153,5.196904204,0,11595,1454.125,4097.537534,16800000,0,0,0,1,0,0,0,0,1,1661.857143,8.666666667,2901.75,72,0,0,0,0,0,0,3,26,4,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,5833964,5,0,30,0,6,6,6,0,0,0,0,0,5.142301187,0.857050198,1458491,2915636.039,5831945,1,5833964,1458491,2915636.039,5831945,1,0,0,0,0,0,0,0,0,0,100,0,0.857050198,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,2019,0,2019,2019,5831945,0,5831945,5831945,DDoS
80,769271,3,6,26,11607,20,0,8.666666667,10.26320288,4380,0,1934.5,2177.344966,15122.10911,11.69938812,96158.875,271620.8401,768386,3,713,356.5,402.3437585,641,72,769207,153841.4,343541.0112,768386,3,0,0,0,0,72,132,3.899796041,7.799592081,0,4380,1163.3,1903.962654,3625073.789,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,5834853,4,0,24,0,6,6,6,0,0,0,0,0,4.113214163,0.685535694,1944951,3368749.62,5834848,1,5834853,1944951,3368749.62,5834848,1,0,0,0,0,0,0,0,0,0,80,0,0.685535694,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,5,0,5,5,5834848,0,5834848,5834848,DDoS
80,769485,3,4,26,11607,20,0,8.666666667,10.26320288,11595,0,2901.75,5795.50069,15117.90353,9.096993444,128247.5,313744.6763,768676,5,757,378.5,334.4615075,615,142,769435,256478.3333,443576.3492,768676,5,0,0,0,0,72,92,3.898711476,5.198281968,0,11595,1454.125,4097.537534,16800000,0,0,0,1,0,0,0,0,1,1661.857143,8.666666667,2901.75,72,0,0,0,0,0,0,3,26,4,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,5831910,4,0,24,0,6,6,6,0,0,0,0,0,4.115289845,0.685881641,1943970,3366172.367,5830891,2,5831910,1943970,3366172.367,5830891,2,0,0,0,0,0,0,0,0,0,80,0,0.685881641,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,1019,0,1019,1019,5830891,0,5830891,5830891,DDoS
80,758952,3,5,26,11607,20,0,8.666666667,10.26320288,10135,0,2321.4,4413.201989,15327.71506,10.54085107,108421.7143,286404.5687,757926,4,734,367,513.3595231,730,4,758914,189728.5,378798.4582,757926,56,0,0,0,0,72,112,3.952819151,6.588031918,0,10135,1292.555556,3350.634907,11200000,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,5821928,5,0,30,0,6,6,6,0,0,0,0,0,5.152932156,0.858822026,1455482,2910300.038,5820932,1,5821928,1455482,2910300.038,5820932,1,0,0,0,0,0,0,0,0,0,100,0,0.858822026,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,996,0,996,996,5820932,0,5820932,5820932,DDoS
80,634357,3,5,26,11607,20,0,8.666666667,10.26320288,10135,0,2321.4,4413.201989,18338.25433,12.61119527,90622.42857,238851.0782,632285,139,1539,769.5,891.6616511,1400,139,634196,158549,315824.6312,632285,190,0,0,0,0,72,112,4.729198227,7.881997046,0,10135,1292.555556,3350.634907,11200000,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,5820863,5,0,30,0,6,6,6,0,0,0,0,0,5.153874949,0.858979158,1455215.75,2909093.653,5818856,1,5820863,1455215.75,2909093.653,5818856,1,0,0,0,0,0,0,0,0,0,100,0,0.858979158,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,2007,0,2007,2007,5818856,0,5818856,5818856,DDoS
80,634280,3,5,26,11607,20,0,8.666666667,10.26320288,10220,0,2321.4,4455.182578,18340.48054,12.61272624,90611.42857,238837.5024,632243,21,1470,735,832.9717882,1324,146,634259,158564.75,315786.1249,632243,46,0,0,0,0,72,112,4.72977234,7.8829539,0,10220,1292.555556,3378.299021,11400000,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,5822878,5,0,30,0,6,6,6,0,0,0,0,0,5.152091457,0.85868191,1455719.5,2908101.289,5817870,1,5822878,1455719.5,2908101.289,5817870,1,0,0,0,0,0,0,0,0,0,100,0,0.85868191,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,5008,0,5008,5008,5817870,0,5817870,5817870,DDoS
80,634183,3,6,26,11607,20,0,8.666666667,10.26320288,5840,0,1934.5,2538.919278,18343.28577,14.19148732,79272.875,223404.883,632171,13,1420,710,827.314934,1295,125,634037,126807.4,282507.412,632171,13,0,0,0,0,72,132,4.730495772,9.460991543,0,5840,1163.3,2138.329153,4572451.567,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,5820910,5,0,30,0,6,6,6,0,0,0,0,0,5.153833335,0.858972223,1455227.5,2907786.278,5816906,1,5820910,1455227.5,2907786.278,5816906,1,0,0,0,0,0,0,0,0,0,100,0,0.858972223,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,4004,0,4004,4004,5816906,0,5816906,5816906,DDoS
80,634178,3,4,26,11607,20,0,8.666666667,10.26320288,11595,0,2901.75,5795.50069,18343.43039,11.03791049,105696.3333,258028.9024,632395,143,1467,733.5,794.0809153,1295,172,634034,211344.6667,364640.8581,632395,173,0,0,0,0,72,92,4.730533068,6.307377424,0,11595,1454.125,4097.537534,16800000,0,0,0,1,0,0,0,0,1,1661.857143,8.666666667,2901.75,72,0,0,0,0,0,0,3,26,4,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,5818909,5,0,30,0,6,6,6,0,0,0,0,0,5.15560563,0.859267605,1454727.25,2908789.871,5817912,1,5818909,1454727.25,2908789.871,5817912,1,0,0,0,0,0,0,0,0,0,100,0,0.859267605,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,997,0,997,997,5817912,0,5817912,5817912,DDoS
80,635751,3,6,26,11607,20,0,8.666666667,10.26320288,5840,0,1934.5,2538.919278,18298.04436,14.15648579,79468.875,223892.2391,633573,35,1441,720.5,765.796644,1262,179,635716,127143.2,283103.5219,633573,47,0,0,0,0,72,132,4.718828598,9.437657196,0,5840,1163.3,2138.329153,4572451.567,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,634144,3,6,26,11607,20,0,8.666666667,10.26320288,4380,0,1934.5,2177.344966,18344.41389,14.19236009,79268,223502.6124,632408,16,1307,653.5,706.3996744,1153,154,634122,126824.4,282630.4583,632408,16,0,0,0,0,72,132,4.730786698,9.461573397,0,4380,1163.3,1903.962654,3625073.789,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,5817883,4,0,24,0,6,6,6,0,0,0,0,0,4.125211868,0.687535311,1939294.333,3358951.986,5817878,2,5817883,1939294.333,3358951.986,5817878,2,0,0,0,0,0,0,0,0,0,80,0,0.687535311,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,5,0,5,5,5817878,0,5817878,5817878,DDoS
80,635639,3,6,26,11607,20,0,8.666666667,10.26320288,5840,0,1934.5,2538.919278,18301.26849,14.15898018,79454.875,223752.9046,633213,3,1892,946,1333.603389,1889,3,635561,127112.2,282919.9874,633213,15,0,0,0,0,72,132,4.719660059,9.439320117,0,5840,1163.3,2138.329153,4572451.567,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,620534,3,4,26,11607,20,0,8.666666667,10.26320288,11595,0,2901.75,5795.50069,18746.75683,11.2806067,103422.3333,252877.4829,619606,5,846,423,541.6437944,806,40,620487,206829,357475.6334,619606,5,0,0,0,0,72,92,4.83454573,6.446060973,0,11595,1454.125,4097.537534,16800000,0,0,0,1,0,0,0,0,1,1661.857143,8.666666667,2901.75,72,0,0,0,0,0,0,3,26,4,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,620734,3,4,26,11607,20,0,8.666666667,10.26320288,11595,0,2901.75,5795.50069,18740.71664,11.2769721,103455.6667,252930.6698,619748,6,895,447.5,424.9711755,748,147,620657,206885.6667,357549.5502,619748,6,0,0,0,0,72,92,4.832988043,6.443984058,0,11595,1454.125,4097.537534,16800000,0,0,0,1,0,0,0,0,1,1661.857143,8.666666667,2901.75,72,0,0,0,0,0,0,3,26,4,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,620417,3,5,26,11607,20,0,8.666666667,10.26320288,10220,0,2321.4,4455.182578,18750.29214,12.89455318,88631,234131.8774,619592,1,742,371,292.7422074,578,164,620403,155100.75,309661.0393,619592,1,0,0,0,0,72,112,4.835457442,8.059095737,0,10220,1292.555556,3378.299021,11400000,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,620558,3,5,26,11607,20,0,8.666666667,10.26320288,7215,0,2321.4,3327.769794,18746.0318,12.89162335,88651.14286,234119.9023,619585,3,723,361.5,316.0767312,585,138,620542,155135.5,309633.1916,619585,3,0,0,0,0,72,112,4.834358755,8.057264591,0,7215,1292.555556,2650.585648,7025604.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,620770,3,5,26,11607,20,0,8.666666667,10.26320288,7215,0,2321.4,3327.769794,18739.62981,12.88722071,88681.42857,234166.9479,619722,3,743,371.5,306.1772363,588,155,620725,155181.25,309694.0234,619722,3,0,0,0,0,72,112,4.832707766,8.054512944,0,7215,1292.555556,2650.585648,7025604.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,325629,3,5,26,11607,20,0,8.666666667,10.26320288,5840,0,2321.4,3173.373883,35724.70511,24.5678364,46518.42857,122592.6764,324532,3,852,426,499.2173875,779,73,325537,81384.25,162098.9306,324532,3,0,0,0,0,72,112,9.212938651,15.35489775,0,5840,1292.555556,2554.159212,6523729.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,325585,3,4,26,11607,20,0,8.666666667,10.26320288,11595,0,2901.75,5795.50069,35729.53299,21.49976197,54264.16667,132450.9351,324628,11,813,406.5,460.3265146,732,81,325550,108516.6667,187158.4457,324628,11,0,0,0,0,72,92,9.2141837,12.28557827,0,11595,1454.125,4097.537534,16800000,0,0,0,1,0,0,0,0,1,1661.857143,8.666666667,2901.75,72,0,0,0,0,0,0,3,26,4,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,325708,3,5,26,11607,20,0,8.666666667,10.26320288,5840,0,2321.4,3173.373883,35716.04013,24.56187751,46529.71429,122629.5937,324627,3,748,374,494.9747468,724,24,325660,81415,162141.7809,324627,3,0,0,0,0,72,112,9.210704066,15.35117344,0,5840,1292.555556,2554.159212,6523729.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,1164403,3,6,26,11601,20,0,8.666666667,10.26320288,2920,0,1933.5,1495.722401,9985.374479,7.729282731,145550.375,401799.6083,1139749,1,23962,11981,16270.52704,23486,476,1164402,232880.4,507059.2773,1139749,65,0,0,0,0,72,132,2.576427577,5.152855154,0,2920,1162.7,1494.366611,2233131.567,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667,1933.5,72,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,4639314,5,0,30,0,6,6,6,0,0,0,0,0,6.466473276,1.077745546,1159828.5,2316328.955,4634321,3,4639314,1159828.5,2316328.955,4634321,3,0,0,0,0,0,0,0,0,0,100,0,1.077745546,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0,0,0,0,0,0,0,0,DDoS
80,1164347,3,6,26,11601,20,0,8.666666667,10.26320288,4380,0,1933.5,1757.789948,9985.854732,7.729654476,145543.375,401818.4238,1139785,10,24079,12039.5,16428.21185,23656,423,1164337,232867.4,507088.329,1139785,15,0,0,0,0,72,132,2.576551492,5.153102984,0,4380,1162.7,1645.241762,2706820.456,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667,1933.5,72,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,6470015,4,0,24,0,6,6,6,0,0,0,0,0,3.70941953,0.618236588,2156671.667,3734680.284,6469109,363,6470015,2156671.667,3734680.284,6469109,363,0,0,0,0,0,0,0,0,0,80,0,0.618236588,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,906,0,906,906,6469109,0,6469109,6469109,DDoS
5822,58,1,1,2,6,2,2,2,0,6,6,6,0,137931.0345,34482.75862,58,0,58,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,17241.37931,17241.37931,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan
2007,51,1,1,2,6,2,2,2,0,6,6,6,0,156862.7451,39215.68627,51,0,51,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,19607.84314,19607.84314,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan
5961,88,1,1,2,6,2,2,2,0,6,6,6,0,90909.09091,22727.27273,88,0,88,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,11363.63636,11363.63636,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan
3324,93,1,1,2,6,2,2,2,0,6,6,6,0,86021.50538,21505.37634,93,0,93,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,10752.68817,10752.68817,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan
5960,39,1,1,2,6,2,2,2,0,6,6,6,0,205128.2051,51282.05128,39,0,39,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,25641.02564,25641.02564,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan
3325,82,1,1,2,6,2,2,2,0,6,6,6,0,97560.97561,24390.2439,82,0,82,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,12195.12195,12195.12195,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan
5963,57,1,1,2,6,2,2,2,0,6,6,6,0,140350.8772,35087.7193,57,0,57,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,17543.85965,17543.85965,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan
139,596,2,1,8,2,6,2,4,2.828427125,2,2,2,0,16778.52349,5033.557047,298,364.8670991,556,40,596,596,0,596,596,0,0,0,0,0,0,0,0,0,44,24,3355.704698,1677.852349,2,6,3,2,4,0,0,0,1,0,0,0,0,0,4,4,2,44,0,0,0,0,0,0,2,8,1,2,1024,29200,1,20,0,0,0,0,0,0,0,0,PortScan
5962,56,1,1,2,6,2,2,2,0,6,6,6,0,142857.1429,35714.28571,56,0,56,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,17857.14286,17857.14286,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan
24444,49,1,1,2,6,2,2,2,0,6,6,6,0,163265.3061,40816.32653,49,0,49,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,20408.16327,20408.16327,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan
135,48,1,1,2,6,2,2,2,0,6,6,6,0,166666.6667,41666.66667,48,0,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,20833.33333,20833.33333,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan
38292,34,1,1,2,6,2,2,2,0,6,6,6,0,235294.1176,58823.52941,34,0,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,29411.76471,29411.76471,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan
5825,24,1,1,2,6,2,2,2,0,6,6,6,0,333333.3333,83333.33333,24,0,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,41666.66667,41666.66667,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan
179,48,1,1,2,6,2,2,2,0,6,6,6,0,166666.6667,41666.66667,48,0,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,20833.33333,20833.33333,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan
13783,28,1,1,2,6,2,2,2,0,6,6,6,0,285714.2857,71428.57143,28,0,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,35714.28571,35714.28571,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan
2022,44,1,1,2,6,2,2,2,0,6,6,6,0,181818.1818,45454.54545,44,0,44,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,22727.27273,22727.27273,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan
13782,27,1,1,2,6,2,2,2,0,6,6,6,0,296296.2963,74074.07407,27,0,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,37037.03704,37037.03704,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan
2809,43,1,1,2,6,2,2,2,0,6,6,6,0,186046.5116,46511.62791,43,0,43,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,23255.81395,23255.81395,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan
2021,28,1,1,2,6,2,2,2,0,6,6,6,0,285714.2857,71428.57143,28,0,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,35714.28571,35714.28571,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan
8089,42,1,1,2,6,2,2,2,0,6,6,6,0,190476.1905,47619.04762,42,0,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,23809.52381,23809.52381,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan
5054,48,1,1,2,6,2,2,2,0,6,6,6,0,166666.6667,41666.66667,48,0,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,20833.33333,20833.33333,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan
2020,52,1,1,2,6,2,2,2,0,6,6,6,0,153846.1538,38461.53846,52,0,52,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,19230.76923,19230.76923,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan
8873,44,1,1,2,6,2,2,2,0,6,6,6,0,181818.1818,45454.54545,44,0,44,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,22727.27273,22727.27273,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan
4662,15,1,1,2,6,2,2,2,0,6,6,6,0,533333.3333,133333.3333,15,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,66666.66667,66666.66667,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan
7402,44,1,1,2,6,2,2,2,0,6,6,6,0,181818.1818,45454.54545,44,0,44,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,22727.27273,22727.27273,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan
8087,67,1,1,2,6,2,2,2,0,6,6,6,0,119402.9851,29850.74627,67,0,67,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,14925.37313,14925.37313,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan
8088,63,1,1,2,6,2,2,2,0,6,6,6,0,126984.127,31746.03175,63,0,63,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,15873.01587,15873.01587,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan
