Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Fwd IAT Mean,Bwd IAT Mean,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Init_Win_bytes_forward,Init_Win_bytes_backward,Active Mean,Idle Mean,Label
8089,42,1,1,2,6,2.0,0.0,6.0,0.0,190476.1905,47619.04762,42.0,0.0,0.0,0.0,0,0,0,1,0,0,24,20,23809.52381,23809.52381,2,6,3.333333333,2.309401077,5.0,2.0,6.0,1024,0,0,0,3
8690,17,1,1,6,6,6.0,0.0,6.0,0.0,705882.3529,117647.0588,17.0,0.0,0.0,0.0,0,0,0,0,1,1,20,20,58823.52941,58823.52941,6,6,6.0,0.0,9.0,6.0,6.0,360,255,0,0,0
13261089,160,1,1,7,0,5.0,0.0,1.0,0.0,300000.0,179278.49864,22.0,0.0,8.0,0.0,0,0,0,0,1,1,42,13,42105.26316,0.0,6,4,6.0,0.0,10.0,5.0,3.0,34,162,0,0,5
5050,44,1,1,2,6,2.0,0.0,6.0,0.0,181818.1818,45454.54545,44.0,0.0,0.0,0.0,0,0,0,1,0,0,24,20,22727.27273,22727.27273,2,6,3.333333333,2.309401077,5.0,2.0,6.0,1024,0,0,0,3
54925,4,2,0,12,0,6.0,0.0,0.0,0.0,3000000.0,500000.0,4.0,0.0,4.0,0.0,0,0,0,0,1,0,40,0,500000.0,0.0,6,6,6.0,0.0,9.0,6.0,0.0,32,-1,0,0,0
10610983,210,1,0,12,8,6.0,0.0,0.0,0.0,306747.0,168129.69178,18.0,0.0,22.0,0.0,0,0,0,0,1,1,32,1,42105.26316,250000.0,6,6,6.0,0.0,7.0,6.0,3.0,34,-1,0,0,5
60346,66,1,1,6,6,6.0,0.0,6.0,0.0,181818.1818,30303.0303,66.0,0.0,0.0,0.0,0,0,0,0,1,1,20,20,15151.51515,15151.51515,6,6,6.0,0.0,9.0,6.0,6.0,1024,274,0,0,0
80,5834853,4,0,24,0,6.0,0.0,0.0,0.0,4.113214163,0.685535694,1944951.0,3368749.62,1944951.0,0.0,0,0,0,0,1,0,80,0,0.685535694,0.0,6,6,6.0,0.0,7.5,6.0,0.0,256,-1,5,5834848,1
6410205,199,2,0,6,0,5.0,0.0,0.0,0.0,453912.0,101714.12417,19.0,0.0,8.0,0.0,0,0,0,0,1,0,42,21,42105.26316,250000.0,5,6,6.0,0.0,11.0,6.0,6.0,34,136,0,0,4
80,769485,3,4,26,11607,8.666666667,10.26320288,2901.75,5795.50069,15117.90353,9.096993444,128247.5,313744.6763,378.5,256478.3333,0,0,0,1,0,0,72,92,3.898711476,5.198281968,0,11595,1454.125,4097.537534,1661.857143,8.666666667,2901.75,8192,229,0,0,1
80,100697133,8,6,361,11595,41.8552205486038,121.27768564917903,1932.5,2537.820147,118.73746364856316,0.1462744936932608,7365749.36376186,26377184.86640072,13164278.285789557,664.7909198600018,0,0,0,0,1,0,294,200,0.0866890926761229,0.0595854010171379,0,5792,762.733533483901,1762.0396455982298,814.9137708436043,41.8552205486038,1932.5,259,235,539,97693089,2
80,100568440,11,6,353,11595,32.10949978411959,106.4951629731909,1913.6037532060063,2237.5349015876404,118.80773801398402,0.1712845628467943,6222755.537831318,24221035.368444197,10038814.710527765,972.7453701598316,0,0,0,0,1,0,376,207,0.1093787296410297,0.0619058335939117,0,5792,657.4940388810834,1527.7248499168395,695.9110071917993,32.10949978411959,1913.6037532060063,259,235,2475,97555258,2
6988209,220,1,0,6,3,6.0,0.0,0.0,0.0,458356.0,116283.66851,8.0,0.0,8.0,0.0,0,0,0,0,1,0,37,0,42105.26316,0.0,4,6,6.0,0.0,8.0,5.0,3.0,34,205,0,0,5
54874,216,1,1,7,7,6.0,0.0,6.0,0.0,466638.9823472329,233319.49117361644,21.66638982347233,0.0,21.66638982347233,0.0,0,0,0,0,1,1,41,41,233319.49117361644,233319.49117361644,6,6,6.0,0.0,10.833194911736165,6.0,6.0,33,383,0,0,4
12655741,111,1,0,9,7,6.0,0.0,0.0,0.0,438645.15357238834,43529.35552892222,16.013264961159866,0.0,15.092854728119066,0.0,0,0,0,0,1,0,41,42,173641.56805701228,249384.7047765996,5,5,6.0,0.0,7.0,5.013264961159867,5.013264961159867,34,397,0,0,5
80,99424992,9,6,360,11595,40.08833706234078,120.26501120696888,1932.5,1826.4851710988364,120.2524624278442,0.1508704563310101,7101785.183288173,26166488.528160084,12433511.471839916,24724.387786616804,0,0,0,0,1,0,305,200,0.0905222741650946,0.0603481821659155,0,4345,747.2371895971511,1422.1207075623993,797.0530022147983,40.08833706234078,1932.5,270,235,960,97982709,2
53526,1,2,0,0,0,0.0,0.0,0.0,0.0,0.0,2000000.0,1.0,0.0,1.0,0.0,0,0,0,0,1,0,64,0,2000000.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,130,-1,0,0,0
899685,96,1,1,10,5,5.026244481158541,0.0,0.0,0.0,595257.6484991328,238863.22846967477,9.341178255061031,0.0,17.73755518841459,0.0,0,0,0,0,1,0,39,40,42105.26316,243438.8797103648,5,4,4.0524889623170814,0.0,9.94751103768292,4.026244481158541,0.0,33,2,0,0,5
80,101178498,10,6,362,11595,36.2,110.2862941,1932.5,2537.820147,118.1772831,0.158136366,6745233.2,25300000.0,11200000.0,1432.0,0,0,0,0,1,0,320,200,0.098835229,0.059301137,0,5792,703.3529412,1701.517225,747.3125,36.2,1932.5,274,235,1011,98200000,2
13782,27,1,1,2,6,2.0,0.0,6.0,0.0,296296.2963,74074.07407,27.0,0.0,0.0,0.0,0,0,0,1,0,0,24,20,37037.03704,37037.03704,2,6,3.333333333,2.309401077,5.0,2.0,6.0,1024,0,0,0,3
80,6470015,4,0,24,0,6.0,0.0,0.0,0.0,3.70941953,0.618236588,2156671.667,3734680.284,2156671.667,0.0,0,0,0,0,1,0,80,0,0.618236588,0.0,6,6,6.0,0.0,7.5,6.0,0.0,256,-1,906,6469109,1
344182,153,1,0,10,1,5.2350760174656745,0.0,1.852614026198512,0.0,426809.7951111274,44083.81786299797,12.940304069862698,0.0,12.322766061129862,0.0,0,0,0,0,1,0,35,8,110400.71618324865,154384.50218320932,4,4,5.2350760174656745,0.0,7.617538008732837,5.2350760174656745,0.0,30,68,0,0,5
6985134,219,1,0,6,2,5.985867389560565,0.0,0.0211989156591522,0.0,459276.1318678803,116997.55967924005,8.098928273076044,0.0,8.021198915659152,0.0,0,0,0,0,1,0,36,0,43135.86797087891,1658.9988742643736,4,5,6.0,0.0,8.0,5.007066305219717,3.021198915659152,34,203,0,0,5
80,100254053,9,7,395,11595,43.88888889,122.703346,1656.428571,2429.118623,119.5961624,0.159594545,6683603.533,25100000.0,12500000.0,16700000.0,1,0,0,0,0,0,264,232,0.089771932,0.069822614,0,5792,705.6470588,1700.787903,749.75,43.88888889,1656.428571,0,235,2947,97200000,2
13499451,100,1,1,6,7,6.0,0.0,0.0,0.0,534402.325245731,42105.26316,10.557539691297762,0.0,14.31969246141222,0.0,0,0,0,0,1,0,42,13,84721.73406897225,250000.0,5,4,4.639384922824441,0.0,7.0,5.68030753858778,5.68030753858778,31,333,0,0,5
80,101084324,9,6,355,11595,39.44444444,118.3333333,1932.5,1754.831473,118.2181324,0.148390961,7220308.857,26200000.0,12600000.0,1791.4,0,0,0,0,1,0,312,200,0.089034577,0.059356384,0,4344,746.875,1390.572394,796.6666667,39.44444444,1932.5,251,235,5,98100000,2
11941989,116,2,0,12,6,6.0,0.0,0.0,0.0,376087.0,250000.0,8.0,0.0,19.0,0.0,0,0,0,0,1,1,42,0,42105.26316,250000.0,6,4,6.0,0.0,9.0,6.0,6.0,34,256,0,0,5
46236,34,1,1,6,6,6.0,0.0,6.0,0.0,352941.1765,58823.52941,34.0,0.0,0.0,0.0,0,0,0,0,1,1,20,20,29411.76471,29411.76471,6,6,6.0,0.0,9.0,6.0,6.0,31,329,0,0,0
80,5817883,4,0,24,0,6.0,0.0,0.0,0.0,4.125211868,0.687535311,1939294.333,3358951.986,1939294.333,0.0,0,0,0,0,1,0,80,0,0.687535311,0.0,6,6,6.0,0.0,7.5,6.0,0.0,256,-1,5,5817878,1
80,620534,3,4,26,11607,8.666666667,10.26320288,2901.75,5795.50069,18746.75683,11.2806067,103422.3333,252877.4829,423.0,206829.0,0,0,0,1,0,0,72,92,4.83454573,6.446060973,0,11595,1454.125,4097.537534,1661.857143,8.666666667,2901.75,8192,229,0,0,1
80,634183,3,6,26,11607,8.666666667,10.26320288,1934.5,2538.919278,18343.28577,14.19148732,79272.875,223404.883,710.0,126807.4,0,0,0,1,0,0,72,132,4.730495772,9.460991543,0,5840,1163.3,2138.329153,1292.555556,8.666666667,1934.5,8192,229,0,0,1
5296366,220,1,1,10,5,6.0,0.0,0.0,0.0,455809.0,130802.09501,17.0,0.0,15.0,0.0,0,0,0,0,1,0,42,42,141298.87025,0.0,6,5,5.0,0.0,9.0,6.0,6.0,32,400,0,0,4
13891627,95,2,1,6,7,6.0,0.0,0.0,0.0,578525.0,42105.26316,8.0,0.0,14.0,0.0,0,0,0,0,1,1,42,0,42105.26316,250000.0,5,4,4.0,0.0,7.0,6.0,6.0,31,302,0,0,5
2021,28,1,1,2,6,2.0,0.0,6.0,0.0,285714.2857,71428.57143,28.0,0.0,0.0,0.0,0,0,0,1,0,0,24,20,35714.28571,35714.28571,2,6,3.333333333,2.309401077,5.0,2.0,6.0,1024,0,0,0,3
12429782,187,1,1,8,4,5.600139028284745,0.0,0.799721943430511,0.0,447398.3459580183,72615.94465497839,11.600834169708468,0.0,17.20097319799321,0.0,0,0,0,0,1,1,33,4,90251.69346274032,99965.24292881388,4,6,5.0,0.0,8.800417084854233,6.0,2.399165830291533,34,236,0,0,4
179,48,1,1,2,6,2.0,0.0,6.0,0.0,166666.6667,41666.66667,48.0,0.0,0.0,0.0,0,0,0,1,0,0,24,20,20833.33333,20833.33333,2,6,3.333333333,2.309401077,5.0,2.0,6.0,1024,0,0,0,3
80,634357,3,5,26,11607,8.666666667,10.26320288,2321.4,4413.201989,18338.25433,12.61119527,90622.42857,238851.0782,769.5,158549.0,0,0,0,1,0,0,72,112,4.729198227,7.881997046,0,10135,1292.555556,3350.634907,1454.125,8.666666667,2321.4,8192,229,0,0,1
6553114,95,1,1,9,0,4.0,0.0,3.0,0.0,588570.0,217311.17115,22.0,0.0,11.0,0.0,0,0,0,0,1,0,31,0,187953.02643,234776.0,6,5,6.0,0.0,8.0,6.0,6.0,34,-1,0,0,5
11946754,102,1,1,11,5,5.0,0.0,2.0,0.0,370853.0,240536.92733,22.0,0.0,8.0,0.0,0,0,0,0,1,1,42,42,104664.19349,201025.0,4,6,6.0,0.0,9.0,6.0,3.0,34,393,0,0,4
8881563,219,1,1,6,6,5.023062425041416,0.0,0.0,0.0,505575.02002338495,246265.93864124588,8.0,0.0,22.0,0.0,0,0,0,0,1,0,42,41,42188.83985677445,244234.39373964607,4,5,6.0,0.0,8.023062425041417,6.0,3.976937574958584,34,301,0,0,5
80,6162869,5,0,30,0,6.0,0.0,0.0,0.0,4.867862679,0.811310446,1540717.25,3080765.869,1540717.25,0.0,0,0,0,0,1,0,100,0,0.811310446,0.0,6,6,6.0,0.0,7.2,6.0,0.0,256,-1,1003,6161866,1
80,100909565,10,5,333,11595,31.28902359007978,102.08812618508188,2117.417782320134,2331.475512165884,118.20735837184824,0.1615677969594711,6599161.686044898,24987030.429928325,10434666.467255492,1577.617927537017,0,0,0,0,1,0,366,187,0.105998865402625,0.0555689322526038,0,5792,689.7768417007788,1586.2078685304243,732.1450610274147,31.28902359007978,2117.417782320134,274,235,2441,97891272,2
80,99766744,11,6,1416,11595,128.7272727,173.8626417,1932.5,2181.008184,130.4141989,0.170397462,6235421.5,24400000.0,9976617.3,20000000.0,1,0,0,0,0,0,320,200,0.110257181,0.060140281,0,4344,723.1666667,1480.509779,765.7058824,128.7272727,1932.5,0,235,16992,97900000,2
54871,105,1,0,8,0,4.436711782154461,0.0,0.0,0.0,443671.17821544607,60110.04714562851,8.873423564308922,0.0,8.873423564308922,0.0,0,0,0,0,1,0,27,0,60110.04714562851,0.0,4,4,4.436711782154461,0.0,7.436711782154461,4.436711782154461,0.0,28,-1,0,0,5
845126,95,2,1,11,5,5.0,0.0,0.0,0.0,600000.0,244100.07037,9.0,0.0,18.0,0.0,0,0,0,0,1,0,39,42,42105.26316,250000.0,5,4,4.0,0.0,10.0,4.0,0.0,34,-1,0,0,5
80,450945,3,4,26,11601,8.666666667,10.26320288,2900.25,3540.00286,25783.63215,15.52295735,75157.5,177672.7366,6497.5,150297.6667,0,0,0,1,0,0,72,92,6.652696005,8.87026134,0,7215,1453.375,2786.259804,1661.0,8.666666667,2900.25,8192,229,0,0,1
53524,1,2,0,0,0,0.0,0.0,0.0,0.0,0.0,2000000.0,1.0,0.0,1.0,0.0,0,0,0,0,1,0,64,0,2000000.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,130,-1,0,0,0
55055,52,1,1,6,6,6.0,0.0,6.0,0.0,230769.2308,38461.53846,52.0,0.0,0.0,0.0,0,0,0,0,1,1,20,20,19230.76923,19230.76923,6,6,6.0,0.0,9.0,6.0,6.0,29,256,0,0,0
80,758952,3,5,26,11607,8.666666667,10.26320288,2321.4,4413.201989,15327.71506,10.54085107,108421.7143,286404.5687,367.0,189728.5,0,0,0,1,0,0,72,112,3.952819151,6.588031918,0,10135,1292.555556,3350.634907,1454.125,8.666666667,2321.4,8192,229,0,0,1
15801780,191,1,1,6,5,5.758974533973988,0.0,4.7948726698699415,0.0,527692.3601921964,146900.6106543028,14.410254660260115,0.0,13.312821737817918,0.0,0,0,0,0,1,1,42,35,42105.26316,189743.63349349707,5,5,5.241025466026012,0.0,7.723076398078035,5.758974533973988,2.241025466026012,34,248,0,0,5
80,5820910,5,0,30,0,6.0,0.0,0.0,0.0,5.153833335,0.858972223,1455227.5,2907786.278,1455227.5,0.0,0,0,0,0,1,0,100,0,0.858972223,0.0,6,6,6.0,0.0,7.2,6.0,0.0,256,-1,4004,5816906,1
8816,3,2,0,12,0,6.0,0.0,0.0,0.0,4000000.0,666666.6667,3.0,0.0,3.0,0.0,0,0,0,0,1,0,40,0,666666.6667,0.0,6,6,6.0,0.0,9.0,6.0,0.0,40905,-1,0,0,0
80,444561,3,5,26,11607,8.666666667,10.26320288,2321.4,3327.769794,26167.3876,17.99528074,63508.71429,167471.0432,438.0,111127.25,0,0,0,1,0,0,72,112,6.748230277,11.24705046,0,7215,1292.555556,2650.585648,1454.125,8.666666667,2321.4,8192,229,0,0,1
636952,171,1,1,8,4,6.0,0.0,2.289683944001476,0.0,420605.2402169878,175624.27335838546,16.763227981333827,0.0,14.908069953334564,0.0,0,0,0,0,1,0,33,31,144295.18068410203,230919.3004666544,6,5,6.0,0.0,9.618386009333086,6.0,6.0,32,345,0,0,4
54865,3,2,0,12,0,6.0,0.0,0.0,0.0,4000000.0,666666.6667,3.0,0.0,3.0,0.0,0,0,0,0,1,0,40,0,666666.6667,0.0,6,6,6.0,0.0,9.0,6.0,0.0,33,-1,0,0,0
55275,5,3,0,254,0,84.66666667,115.283708,0.0,0.0,50800000.0,600000.0,2.5,2.121320344,2.5,0.0,0,1,0,0,1,0,60,0,600000.0,0.0,6,217,117.75,115.0575943,157.0,84.66666667,0.0,123,-1,0,0,0
80,444629,3,5,26,11607,8.666666667,10.26320288,2321.4,3173.373883,26163.38565,17.9925286,63518.42857,167496.7255,458.5,111124.0,0,0,0,1,0,0,72,112,6.747198226,11.24533038,0,5840,1292.555556,2554.159212,1454.125,8.666666667,2321.4,8192,229,0,0,1
5960,39,1,1,2,6,2.0,0.0,6.0,0.0,205128.2051,51282.05128,39.0,0.0,0.0,0.0,0,0,0,1,0,0,24,20,25641.02564,25641.02564,2,6,3.333333333,2.309401077,5.0,2.0,6.0,1024,0,0,0,3
14731854,201,1,1,10,6,6.0,0.0,0.0,0.0,387995.0,68972.82768,14.0,0.0,20.0,0.0,0,0,0,0,1,1,39,6,84284.94735,0.0,5,6,5.0,0.0,10.0,6.0,0.0,34,296,0,0,4
5284399,192,1,0,6,0,5.207941662868189,0.0,0.0,0.0,449630.2732198811,113955.1453030024,18.376175011395432,0.0,9.039708314340944,0.0,0,0,0,0,1,0,39,22,56206.56799239737,250000.0,5,5,6.0,0.0,10.792058337131811,6.0,6.0,34,190,0,0,4
8087,67,1,1,2,6,2.0,0.0,6.0,0.0,119402.9851,29850.74627,67.0,0.0,0.0,0.0,0,0,0,1,0,0,24,20,14925.37313,14925.37313,2,6,3.333333333,2.309401077,5.0,2.0,6.0,1024,0,0,0,3
135,48,1,1,2,6,2.0,0.0,6.0,0.0,166666.6667,41666.66667,48.0,0.0,0.0,0.0,0,0,0,1,0,0,24,20,20833.33333,20833.33333,2,6,3.333333333,2.309401077,5.0,2.0,6.0,1024,0,0,0,3
3324,93,1,1,2,6,2.0,0.0,6.0,0.0,86021.50538,21505.37634,93.0,0.0,0.0,0.0,0,0,0,1,0,0,24,20,10752.68817,10752.68817,2,6,3.333333333,2.309401077,5.0,2.0,6.0,1024,0,0,0,3
52848,42,1,1,2,6,2.0,0.0,6.0,0.0,190476.1905,47619.04762,42.0,0.0,0.0,0.0,0,0,0,1,0,0,24,20,23809.52381,23809.52381,2,6,3.333333333,2.309401077,5.0,2.0,6.0,1024,0,0,0,3
80,101093232,7,6,386,11595,55.14285714,140.63123,1932.5,4061.030399,118.5143631,0.128594167,8424436.0,28200000.0,16800000.0,20200000.0,1,0,0,0,0,0,224,200,0.069243013,0.059351154,0,10136,856.2142857,2699.62562,922.0769231,55.14285714,1932.5,0,235,17000,98100000,2
55144,1,2,0,37,0,18.5,17.67766953,0.0,0.0,37000000.0,2000000.0,1.0,0.0,1.0,0.0,0,1,0,0,1,0,40,0,2000000.0,0.0,6,31,22.66666667,14.43375673,34.0,18.5,0.0,980,-1,0,0,0
80,101156955,9,6,371,11595,41.22222222,121.4328804,1932.5,2178.085008,118.2914215,0.148284416,7225496.786,26200000.0,12600000.0,921.8,0,0,0,0,1,0,300,200,0.08897065,0.059313766,0,4344,747.875,1577.166188,797.7333333,41.22222222,1932.5,251,235,9,98100000,2
11853688,104,1,1,10,4,5.0,0.0,2.0,0.0,376041.67518647097,235449.98463088644,21.56161390562218,0.0,8.156566462277793,0.0,0,0,0,0,1,1,41,40,104493.3107660791,202558.56849801095,4,6,5.968686707544442,0.0,8.937373415088883,6.0,3.093939877366676,34,385,0,0,4
80,101084659,8,7,335,11595,41.875,111.2069339,1656.428571,2121.983652,118.0198867,0.148390469,7220332.786,26200000.0,14400000.0,16800000.0,1,0,0,0,0,0,244,232,0.079141584,0.069248886,0,4355,746.0,1579.441969,795.7333333,41.875,1656.428571,0,235,17002,98100000,2
11573452,120,1,1,7,7,6.0,0.0,0.0,0.0,398484.70390508126,133229.0527431183,9.467831538094083,0.0,20.0,0.0,0,0,0,0,1,0,41,1,52424.041613488414,188840.35257941316,4,5,4.244638589682348,0.0,9.244638589682348,4.489277179364695,0.0,34,174,0,0,4
80,634178,3,4,26,11607,8.666666667,10.26320288,2901.75,5795.50069,18343.43039,11.03791049,105696.3333,258028.9024,733.5,211344.6667,0,0,0,1,0,0,72,92,4.730533068,6.307377424,0,11595,1454.125,4097.537534,1661.857143,8.666666667,2901.75,8192,229,0,0,1
12948223,134,1,1,8,4,5.524774660258389,0.0,0.4752253397416108,0.0,373735.562738246,107293.460594439,18.851352038449665,0.0,11.673422621808724,0.0,0,0,0,0,1,0,42,28,112060.13148525156,131193.6650645973,5,5,6.0,0.0,8.425676019224833,5.0,4.049549320516778,34,286,0,0,5
55180,737,2,1,37,6,18.5,17.67766953,6.0,0.0,58344.64043,4070.556309,368.5,310.4198769,737.0,0.0,0,1,0,0,1,0,40,20,2713.704206,1356.852103,6,31,18.5,14.43375673,24.66666667,18.5,6.0,62,0,0,0,0
8695,63,1,1,6,6,6.0,0.0,6.0,0.0,190476.1905,31746.03175,63.0,0.0,0.0,0.0,0,0,0,0,1,1,20,20,15873.01587,15873.01587,6,6,6.0,0.0,9.0,6.0,6.0,360,255,0,0,0
342798,153,1,0,10,1,5.229166994920168,0.0,1.843750492380252,0.0,426681.5279587321,44074.35178626892,12.916667979680671,0.0,12.302084482220588,0.0,0,0,0,0,1,0,35,7,110073.96757347636,153645.87436502098,4,4,5.229166994920168,0.0,7.6145834974600834,5.229166994920168,0.0,30,67,0,0,5
80,620417,3,5,26,11607,8.666666667,10.26320288,2321.4,4455.182578,18750.29214,12.89455318,88631.0,234131.8774,371.0,155100.75,0,0,0,1,0,0,72,112,4.835457442,8.059095737,0,10220,1292.555556,3378.299021,1454.125,8.666666667,2321.4,8192,229,0,0,1
54871,150,2,0,12,0,6.0,0.0,0.0,0.0,600000.0,120000.0,15.0,0.0,15.0,0.0,0,0,0,0,1,0,35,0,120000.0,0.0,6,6,6.0,0.0,9.0,6.0,0.0,33,-1,0,0,5
3325,82,1,1,2,6,2.0,0.0,6.0,0.0,97560.97561,24390.2439,82.0,0.0,0.0,0.0,0,0,0,1,0,0,24,20,12195.12195,12195.12195,2,6,3.333333333,2.309401077,5.0,2.0,6.0,1024,0,0,0,3
80,99581611,9,6,366,11595,40.03633182133801,120.41560585799331,1932.5,1897.1983629735807,120.12861934421312,0.1524357928221429,7025368.570019928,26036357.52951361,12181810.03935148,24390.31869018188,0,0,0,0,1,0,306,200,0.092180304555067,0.0602554882670759,0,4607,739.6263703000487,1446.9131917859322,788.4019319321142,40.03633182133801,1932.5,274,235,995,98118182,2
5107303,170,1,0,6,2,5.449754133369765,0.0,1.349262400109297,0.0,384689.4418247927,165209.92197441842,19.0,0.0,12.947295467067423,0.0,0,0,0,0,1,0,42,23,69125.12506783768,231800.69899319243,5,5,5.550245866630235,0.0,9.650737599890704,6.0,6.0,34,74,0,0,4
80,99583895,12,6,963,11595,80.25,145.1777124,1932.5,3126.682571,126.1047281,0.180752119,5857876.176,23800000.0,9046836.727,101123.8,0,0,0,0,1,0,400,200,0.120501412,0.060250706,0,7240,660.9473684,1875.233362,697.6666667,80.25,1932.5,251,235,6021,98100000,2
265925,151,1,0,10,1,5.450499251969543,0.0,1.351497755908629,0.0,474508.04932805145,66203.49109711748,12.702995511817258,0.0,12.252496259847714,0.0,0,0,0,0,1,0,35,5,114582.23485657758,112624.81299238576,4,5,5.450499251969543,0.0,8.0,5.450499251969543,0.0,30,49,0,0,5
80,99290711,8,7,760,11595,95.0,170.3735392,1656.428571,2120.732252,124.4325866,0.151071534,7092193.643,26100000.0,14200000.0,16500000.0,1,0,0,0,0,0,236,232,0.080571485,0.070500049,0,5792,772.5625,1568.802132,824.0666667,95.0,1656.428571,0,235,17004,97900000,2
55085,3,2,0,37,0,18.5,17.67766953,0.0,0.0,12300000.0,666666.6667,3.0,0.0,3.0,0.0,0,1,0,0,1,0,40,0,666666.6667,0.0,6,31,22.66666667,14.43375673,34.0,18.5,0.0,62,-1,0,0,0
9331,3,2,0,12,0,6.0,0.0,0.0,0.0,4000000.0,666666.6667,3.0,0.0,3.0,0.0,0,0,0,0,1,0,40,0,666666.6667,0.0,6,6,6.0,0.0,9.0,6.0,0.0,360,-1,0,0,0
8080,101,1,1,2,6,2.0,0.0,6.0,0.0,79207.92079,19801.9802,101.0,0.0,0.0,0.0,0,0,0,1,0,0,24,20,9900.990099,9900.990099,2,6,3.333333333,2.309401077,5.0,2.0,6.0,1024,0,0,0,3
80,101084709,10,7,359,11595,35.9,113.525768,1656.428571,2120.732252,118.2572529,0.168175782,6317794.313,24500000.0,11200000.0,227.5,0,0,0,0,1,0,344,232,0.098926931,0.069248851,0,5792,664.1111111,1502.57461,703.1764706,35.9,1656.428571,274,235,8007,98100000,2
8694,123,1,1,6,6,6.0,0.0,6.0,0.0,97560.97561,16260.1626,123.0,0.0,0.0,0.0,0,0,0,0,1,1,20,20,8130.081301,8130.081301,6,6,6.0,0.0,9.0,6.0,6.0,360,255,0,0,0
80,99386711,9,7,966,11595,107.3333333,156.521564,1656.428571,1760.597234,126.385106,0.160987318,6625780.733,25300000.0,12400000.0,16600000.0,1,0,0,0,0,0,268,232,0.090555366,0.070431951,0,4344,739.2352941,1341.972593,785.4375,107.3333333,1656.428571,0,235,16987,97900000,2
80,620734,3,4,26,11607,8.666666667,10.26320288,2901.75,5795.50069,18740.71664,11.2769721,103455.6667,252930.6698,447.5,206885.6667,0,0,0,1,0,0,72,92,4.832988043,6.443984058,0,11595,1454.125,4097.537534,1661.857143,8.666666667,2901.75,8192,229,0,0,1
8880415,220,1,1,7,6,5.0,0.0,0.0,0.0,510428.0,250000.0,8.0,0.0,22.0,0.0,0,0,0,0,1,0,42,42,42105.26316,250000.0,5,6,6.0,0.0,8.0,6.0,4.0,34,305,0,0,5
1598445,173,1,1,6,4,6.0,0.0,0.0,0.0,436470.6601333136,156410.77867688343,16.14005959326368,0.0,13.280119186527358,0.0,0,0,0,0,1,0,31,29,114314.06686984214,214985.10168408012,6,5,5.859940406736321,0.0,9.85994040673632,6.0,6.0,33,400,0,0,4
60352,68,1,1,6,6,6.0,0.0,6.0,0.0,176470.5882,29411.76471,68.0,0.0,0.0,0.0,0,0,0,0,1,1,20,20,14705.88235,14705.88235,6,6,6.0,0.0,9.0,6.0,6.0,1024,320,0,0,0
80,450162,3,7,26,11601,8.666666667,10.26320288,1657.285714,1561.969346,25828.47953,22.2142251,50018.0,145067.5457,6480.5,75018.83333,0,0,0,1,0,0,72,152,6.66426753,15.54995757,0,4380,1057.0,1468.855269,1162.7,8.666666667,1657.285714,8192,229,0,0,1
54873,200,1,1,6,6,6.0,0.0,6.0,0.0,300000.0,150000.0,20.0,0.0,20.0,0.0,0,0,0,0,1,1,40,40,150000.0,150000.0,6,6,6.0,0.0,10.0,6.0,6.0,32,300,0,0,4
53527,1,2,0,0,0,0.0,0.0,0.0,0.0,0.0,2000000.0,1.0,0.0,1.0,0.0,0,0,0,0,1,0,64,0,2000000.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,130,-1,0,0,0
8693,16,1,1,6,6,6.0,0.0,6.0,0.0,750000.0,125000.0,16.0,0.0,0.0,0.0,0,0,0,0,1,1,20,20,62500.0,62500.0,6,6,6.0,0.0,9.0,6.0,6.0,351,258,0,0,0
8088,63,1,1,2,6,2.0,0.0,6.0,0.0,126984.127,31746.03175,63.0,0.0,0.0,0.0,0,0,0,1,0,0,24,20,15873.01587,15873.01587,2,6,3.333333333,2.309401077,5.0,2.0,6.0,1024,0,0,0,3
11931594,115,1,0,11,5,6.0,0.0,0.0389422035439128,0.0,376496.2669823651,248395.22281066663,8.085672847796607,0.0,18.984423118582438,0.0,0,0,0,0,1,0,42,0,42105.26316,249061.1969338448,5,4,5.992211559291217,0.0,8.992211559291217,6.0,5.953269355747305,34,253,0,0,5
80,769271,3,6,26,11607,8.666666667,10.26320288,1934.5,2177.344966,15122.10911,11.69938812,96158.875,271620.8401,356.5,153841.4,0,0,0,1,0,0,72,132,3.899796041,7.799592081,0,4380,1163.3,1903.962654,1292.555556,8.666666667,1934.5,8192,229,0,0,1
